business_id,cool,date,funny,review_id,stars,text,useful,user_id
RESDUcs7fIiihp38-d6_6g,0,2012-12-24 02:03:59,0,4AsvIHcD7DjFM03-itn7hA,4,"4-4.5 stars. 

I'm writing this revew on behalf of my family. Haha. We go to Vegas pretty much every  Christmas break (excluding last year). This year, we had three straight buffet meals: dinner at Bacchanal Buffet, breakfast/brunch at MGM buffet (we were staying at MGM so we got meal credit), and dinner at The Wicked Spoon at the Cosmopolitan (amazing!!!) 

This buffet, which re-opened in September, copies the original concept from The Wicked Spoon in which there are individual, warmed plates of food that you grab. The location is vast, fitting 600 seats and the decor modern and sleek. 

The seafood here was really good. The oysters were so fresh (from Virginia). My mom and I rarely eat oysters at buffets because of being wary of food-born illness, etc. (or oysters, period, considering how expensive they are) but we thoroughly enjoyed slurping on them here. Yum. There were also snow crabs and king crabs. You could also get them hot or cold, which were nice options, although the line system and organization for them was a bit awkward.

The other food was forgettable to me, but solid. I had to look back at my photos just now to remember what I had that was notably good. There was nothing in particular, which might be expected at a buffet. But, I do remember more of my Wicked Spoon meal even if it was later.

The desserts were a feast for the eyes, but by the time I got to them, my stomach felt so heavy -- I had been deprived for too long as a NYC grad student. Hah. I did still try some small bites from several desserts though, and I think I did end up being underwhelmed with the tastes. The mochi ice cream is from Mikawaya, which is good, but I somehow didn't imagine their green tea to be so floral and ""western tea"" tasting...unless the green tea flavor in particular wasn't from Mikawaya? There were two creme brulee options -- the standard vanilla creme and a chocolate one! Both were delicious with good texture and consistency in creme and glazed sugar -- not soggy or mushy, etc.

The price at ~$45 for a weekday dinner (versus $50 for Friday - Sunday) is expensive, but seems to be a common price for Vegas buffets these days. I'm not sure if it deserves its ""#1 Vegas buffet"" from USA Today, but I'm open to going back to the buffet for its setting and various, solid options.",0,JjDQj-lLr-QCL9PQZ3FMcw
JKTMgelIQ-VHn7SL5nyiWA,0,2017-04-29 20:53:59,0,MqIDAVbpC2Njw-ab3RgeJw,5,"This place was so amazing! I loved all the food here, but my favorite has to be the pineapple rice and the coconut ice cream. I know what I'll be getting next time for sure. The service here was fast and happy! I definitely recommend this place to others.",0,PRztYahtnmIhTWkfcDbzXw
GXWFnw8MbNDTwvd7wahYRQ,2,2012-08-20 18:23:12,2,5M6AQeqQeZ5U_idtjUEQfw,4,"North Glenmore Park, you are beautiful. Your views alone, almost makes it worth getting eaten alive by the mosquitoes that inhabit your grass. Watching the sun set behind the trees here, makes my heart ache. 

I'll hold off on giving you a full 5, since this was my first visit, but I'll make sure to come by more often. Parks in Calgary are wonderful!",3,PtCnYJdVicJ1BOa6X14fZw
axi57Y3h5c8BxM1Xyj0KBw,0,2011-09-15 20:40:00,0,hdPB8Vm9VJhgzuin6sxlxw,5,MY ABSOLUTE FAVORITE PIZZA. Hands down. I am not much of a marinara fan so I LOOOOOOOOVE the White Pizza w/ Pepperoni! MM MMMM MMMMM We live right next to San Tan so we come to this one frequently and also do take out. I have been to the one's in Scottsdale and Ocotillo also and they are just as delish. On a weekend night there will be probably about a 30 minute wait so get ready for it. But they are always very nice and welcoming. I LOVE this pizza. I cant say it enough. I have never had a better pizza.,1,RuzYB1Kxtr32093DURZqVw
s4c_f9WwcolJTNitq2gWpQ,0,2016-08-02 01:03:15,0,uY9X-tKDgUxDH4Mqy5PM-g,5,"This review is for the attraction only not an event or food

A perfect afternoon in Toronto Don't miss Casa Loma

Arrived midday and stayed for well over 3 hours . Wife and I split a wrap in the cafeteria here which was actually tasty and avoids stopping for lunch somewhere else when time is short on vacations. A wait to get in so if you have the city pass or advance tickets to skip the line this I would suggest. Then we picked up the audio tour ( free with admission) and spent the after noon visiting. Its a really well done audio tour and we learned not only about the house and the owner but about toronto as well. We could easily have visited another hour and 1/2. Audio Tours are in multiple languages 8? so pretty good chance you are covered.
Great views over the city and so much history. I realy put this as a must see. I think having this as the afternoon part of our day made sense lunch ( and places to sit if you get tired). Also if weather is bad even a better choice but had advance tickets as wait is outside.
No doubt why its a toronto wedding venue and it was fun to see a bride being photographed wile we were visiting,

Visited July 2016",1,umBgnf-7k6x1Mp3h9dd_Ig
JEQaPs7jNT1M2os9lJDlUA,0,2012-02-11 19:15:03,0,Pr9h8qK34Duda8y9mTqJmg,5,"I got the tuna sandwich on a baguette with mac and cheese on the side. The tuna was like a fancy tuna salad with herbs mixed in. The mac and cheese had yummy ""crumbles"". The atmosphere was cute and quaint, and the wait staff were very attentive, and the prices were fair.",1,I9SE8CX69Hbf54WI8zw81w
Mt53DVLDGXKyEl9SYTE_gg,1,2009-09-16 21:10:53,1,E4qqDIMIXVFNRcEPWw-5yw,3,"This place has been recently renovated (as of September 2009) to include a Wal-Mart grocery store. I don't think it qualifies as a ""Supercenter"" because it lacks a McDonald's and a bank and a vision department and all that. But I was pleased to be able to have an alternative for grocery shopping in the neighborhood.

After some growing pains experienced in their inventory, they finally started carrying the Yakult probiotic beverage in their dairy section. I drink this stuff daily to stay regular (become friends with your intestinal flora, I say), and have been miffed to find that it sells for $3 a six-pack. But this Wal-Mart carries the cheap, Mexican alternative Bio Salud for 88 cents a six pack!

But allow me to climb down from my gastrointestinal soapbox... The groceries at this Wal-Mart are not always the best quality (e.g. the bacon I purchased was quite fatty, and the shredded Parmesan was less flavorful than most), but you can find some bargains here. And then there's always the rest of the store to explore for those random items you never knew you needed.",2,tFTU5yWOCQLqJMs2YhAaFQ
_9vGmNrEcLWFOnUzeUdfag,0,2015-12-28 07:01:14,0,5Z2np88aG9YMpP53z71rxA,5,I'm from California so this was my first time here. I ordered the ribs an brisket along with Mac and cheese. I also had the privilege of trying their homemade root beer. Everything was so tasty! I wish I could've tried everything but now this just gives me an excuse to go here again when visiting this cute little town. The meat was so tender and the bbq sauce was delicious. The cute little BBQ place even has a patio where the kids can play. Perfect for my one year old son who can't sit still at any restaurant.,0,IoynrH41Q1qpCPF63s9l0Q
uTCOEqjuVAXUOzti5TWj2Q,0,2018-03-01 23:38:52,0,z39FL1JzPWHZifOVtFdlOQ,5,"I found a new favorite, mouth watering crepes here in Phoenix. The ambiance is classy and the staff are fabulous.Maria was amazing recommending yumminesss in my life I had the Smores nutella and biscoff cookie with strawberries, so delish, they're very generous with the nutella so let them know on how you want it. I wish they have the crepe club in Scottsdale Az,",0,TvOxLlLNPZLk0wYkZDyIFA
VyVIneSU7XAWgMBllI6LnQ,3,2014-08-27 15:51:58,0,qbpXqdcV9lYr0rRjpIECuw,5,"I have not been here in a long time, and man Bobby Q's has really stepped up their game. Same location, same awesome feel with better food and service.

We had a great time! The baby back rips were spot on, the pulled pork was nice and moist, and the brisket had very little fat on it. The side were all fantastic as well. Extra cheesy Mac and Cheese and fluffy mashed potato's. This was all washed down with there house beer, which was a Red from Sedona Brewing. No complaints at all on the food.

The service was also great! My pops was in town from Florida so we all went out and our server was more then accommodating the kids and all of our needs. He did a fantastic job, and had several other tables besides ours. 

Plus you get a little bonus before and after your meal. Bonus number 1, 10% off your bill when you do a yelp check in. Bonus 2, corn bread brought to you before your meal. Bonus 3, after your meal you get cinnamon  donuts. 

I am looking forward to going back and thankfully this is one of the few BBQ places that is a reasonable distance from my house.",3,fv2dTpkYO7O0Ct8z7pmsdg
ZQwDPmRTCXFrNJpeqKihJQ,1,2014-07-21 11:41:09,0,PVv2WTuzLSSGnDrDmdqWiw,4,"Sunday night is roast night!!  It's your traditional prime rib dinner with all the trimmings including Yorkshire pudding,, au jus and grated horseradish.  If you're craving for a nice piece of medium rarer meat, it's a place to go and not break your wallet.  Classy bar room, so no kids under 18 are allowed.  My only wish is that they put creamed spinach on their menu....",2,i1XAHltBpZC5zP5skcwVGw
vovAmbZ38jWTb5GfiQoSPw,0,2016-11-03 01:35:20,0,b8Yyo5h_XKNwagT4qEkHBA,2,I went in for the first time today and it will probably my last at this location. It's a small market that was crowded and had narrow aisles. I bought a few items and had to leave because I was feeling claustrophobic. I'll try the Tropicana location on a early morning.,0,ltszS93IpYxdL6X7TioW1A
mfBTgkK84bsYTC8xEkuBMw,0,2011-06-08 15:36:18,0,3yWPVSSOkAildyulc6rhGA,2,"not having ever tasted Pat's or Geno's in Philly, this was a pretty weak sandwich.",1,Nc8wJ3_JTkgyIhqf4QIhzg
B7qQmqD9H2UoOpShmHTfZw,0,2016-11-22 03:34:20,0,Ab239D-0LBbfLM8u9i70nQ,2,"I was very excited to eat here but turned out to be extremely disappointed. The portion sizes were so small for the amount of money you had to pay. The food tasted fine, but I prefer to not finish my meal after two bites. Would definitely consider returning if the serving sizes changed.",0,nQXuQV3lq6X77W0W9q705A
ljfwf_DkzQgTZz1cwhL4dg,0,2017-07-18 21:33:20,0,8oFwFS4K0k5T7EWK3FMHUw,5,"Their work and just them as a company are great! Reliable and honest! 
I would hire them again in a second!",0,NMwIxZh4EGNhjozTCN-K1A
AlGJCDUJ7EA797DsRCdeiQ,0,2015-02-05 20:36:26,0,75jhZZPK3uEDIqmTn0jibA,5,"Absolutely great job. I am very bad at lawn maintenance, and I wanted to outsource it for a while. For whatever reason, I could never find anyone that wanted to do my property, since it is sort of on the edge of town and it is quite a small job. Brian did the job himself, and texted me photos of it before even charging my credit card. This business makes landscaping painless and easy for the common homeowner.",1,9auFKOnjngvpgL4h3iwO4Q
9fBQqrljSU2YOtAHZuH7IQ,0,2012-09-28 20:52:15,0,EDzvgWWz-lON_1-D9WU70Q,5,"I love going to Vegas and being at Cash Casino on a Friday or Saturday night is the ONLY thing in Alberta that I have found that is even remotely close to an actual party pit! They have hot go go dancers, Stunning dealers and the service is fantastic. Being here from time to time is a great pick me up (even if I dont always win- its the fun and the atmosphere Im here for!) especially when the back-mo-sphere is smiling and beautiful.",0,Jo4LRwmesw1WvyBYIhPQ9w
EWbNTPW0co_X4lZRB-QTLQ,0,2016-12-14 04:56:36,0,IUE5hXWuTMjkklQYeBE0Vw,5,"I was at Ocha on 12/11/16 and I cant say enough good things about this place! I was in the mood for Thai and this place was right across the street from the hostel I was staying in. the food was good and the customer service was top class. I had the curry pork and it was amazing. The waiter was very helpful and informative about the menu. I was pleasantly surprised with the service I was greeted with a smile, my glass was never empty, and I was sent off with a thank you and a smile. Honestly one of the best dinning experiences I have had in a long time! Come to find out after my meal that the waiter that took care of me was actually the owner you can tell has a passionate and loves what he does. Like I said before I cant say enough good things about this place I will recommend Ocha to anyone that wants good Thai food and great customer service!",0,tS_wIdEAYPbRaCYpDlWV2A
eDdhZZBHEi-TRWQ2xhRI5g,1,2018-03-08 15:04:14,0,Pugm8JyoZbxeHoyDU49ukg,5,Their all you can eat menu has so many more options than other sushi restaurants. Hubby and i used to drive all the way to the other side of town for our fav sushi place. Once we discovered this one we were very happy. Great location and great food. I highly recommend the sushi burrito!! It was delicious. Very filling though! Great service and great food.,0,zppeJ9nR02mal9EVIy4cQQ
N6BDiFk2CyJTMPGUlcOfAg,0,2015-12-11 20:58:04,0,bXfaJl5lIV7E15WQv8vdRQ,5,"Their smoothies are the best! I always order a mango, pineapple and coconut smoothie and it's perfect everytime. Their Thai food selections are excellent as well. The friendly staff take care of you! Good food when you're on the go!",1,JEshn01mgEuziMXuoeuoTA
aYEuMDcx4Ct45TOK4YrOuA,0,2014-11-04 02:35:30,0,1xiyK9WgXBZ4BMMCPwK2aA,5,Went here again a couple nights ago and I stand by my previous review. They seemed to have upped their service game. Our server Emily was awesome. They also added cool light up seating instead of the couch cushions ( way more comfy) they used to have for the seating in the middle as well as multi colored lights. Not sure it goes with the vibe but it didn't kill my vibe. Check this place out! Also ask about their hookah of the day because it's half. Thankfully they don't do that godawful dr pepper flavor anymore!,0,WNSLaaRk_x43N2MmPs2ztw
VH2BjFjc9usDquDgoHhptA,0,2016-08-24 03:08:30,0,dogjTqZ3ZwV3jtBcMWoFAA,5,"I have a mild obsession with this place. I highly recommend the guac, white queso and blood orange margarita (by the pitcher). Worth every penny and happy hour is key! But just know if you show up for happy hour you have to sit at the bar or a high top table. Which means you can't get happy hour prices at the low top tables. Don't be sad when you see your bill.",0,OrVT898c8PC45ECTRPeIBQ
w12x7UBSSRsdbp3ZqguG3Q,0,2014-06-22 18:20:39,0,jgxmA4u0ZTUD7IJz1f4PEQ,5,"I was here last week for my boyfriend's birthday. We all got the Lobster Special. If I remembered correctly, it was $99 for 2 and included some sides. I'm not big on seafood, but I enjoyed it. I LOVE their wild mushroom side. 

This was my 2nd time here and the customer service is excellent. Everyone greets you with a smile. The servers and their assistants are kind and helpful.",1,ZBwahIJTmpN0wXmL96Bqyw
yhYhK7tb3la5KcLlVzG5Lw,0,2012-01-21 18:36:34,0,M3gZQkpzB22-ulz7PDGtGw,3,"Seems like there are way too many unused VIP tables here.  The dance floor is small and crowded.  Music is good, though.  And the bartenders are fast with the (watered-down) drinks.",0,POAKZScwldLTMCtvezW5mA
mvM_bCqtOhtNTQvaRRu0tw,2,2014-03-31 21:27:23,2,LLu8cR-Uhe6dNO8Bz3dWuA,5,"My husband and I's experience was great from start to finish. Juliana was our coordinator and she made sure that everything was taken care of from day one. Our limo picked us up from our hotel and took us down to the courthouse to get our marriage license. the driver waited patiently as we took care of that as well as some items at the venue.  The day of the ceremony, our limo driver was prompt and  the staff could not have been nicer or accommodating seeing how busy it was for the day after Valentine's Day.  Heidi, our officiant was amazing and she seemed to know is even though we had just met her that day. Our pictures turned out amazing and we are so happy we were able to purchase them. It was a great experience that we will cherish forever!",7,92e_B3VDY5TqxVYsKuNzKg
QzUt_WBU1DmX8odQDI2_EA,0,2015-09-20 01:47:23,0,QvQw0qchz8LYbx-NP1T9FQ,1,"Worst pharmacy I've ever been to. It's like they enjoy wasting your time. They move terribly slow and don't even apologize. My prescription was ready but still had to wait over a half hour to get it. Then to top it off the syrup that the minute clinic prescribed me wasn't closed all the way therefore leaking all over my purse and brand new car. I think they did this on purpose, which is very childish.",2,EEa3wYdlTDgg1FAXAKJ20g
IVI3hsJyeYe9RYVcLKP7zw,1,2016-09-02 04:10:33,0,4H0gqI4SPR8mWejJSlonTQ,5,"I really can't explain how good Taylor and his team are. I worked with them for 2 years resolving a tax matter and he did everything he said he was going to and more! If you are having any tax issues sit down with this guy, he knows what he's talking about. I seriously cannot thank this guy enough! 10 stars in my book!!",1,pExx-U-Fqle0cRWKMDxAyg
i2YFMkIMqstA9GxUkcigYw,0,2017-12-27 02:37:06,0,_kNLnvJoaq5IZVVzNdMwHA,1,"The food just gets worse and is now awful - can't eat this carnitas it's rubbery and the guacamole is not avocado, all the salsas are watered down and the rice and beans are tasteless. I'm gonna be sick. They must have been bought by Filabertos or something. Unacceptable.",1,mA72yh-nkRVPJRNVxWq88Q
RJNAeNA-209sctUO0dmwuA,1,2017-03-02 16:46:38,0,JBWYTxwz46tihZpi0UWvTA,5,"Out of my week long business trip this was the best place I had dinner. On a Tuesday night it was still a 25 minute wait for a table. The atmosphere was lively. The staff was friendly. It had a lot of charm for a bustling tavern/pub.

The cheese curds were amazing. The sliced battered onion strings were great. This is not diet food. The appetizers and entrees are big, heavy, cheesy, and probably fried. Given I had a burger the night prior I went with Mac & Cheese with bacon. I got a huge bowl of pasta with a super creamy cheese sauce. It was covered in bacon crumble. Yummy! My coworkers both went with burgers and reported favorably on them. The price point was perfect.

The alcohol menu was huge...8 pages worth. This is clearly a beer drinker's haven. This the kind of place you could go to for dinner and spend the night socializing. If you live in Madison you have probably gone here. If you are visiting the area, do yourself a favor, adjust your belt one notch or two, and try it out. Your taste buds will thank you.",5,GpNpAi9KdY06OCZ5BUrBSQ
RwlumSqNBunw1a1LXccN8A,0,2018-08-07 06:10:59,0,uWLs0J6urZMkKY5FWyEDJA,5,One of my favorite breakfast spots. Love that they have vegetarian options! Usually a wait but never disappointed. The cinnamon roll pancake is my favorite!!,0,f3ck3cDOBXNzsjWyDHArtA
yVmJdzstj6fQf7DyObvB7A,0,2016-03-10 23:35:47,0,JshV7aJpHbbxD3hC0OmE8w,1,"First of all- Did this establishment change names? I received a brochure in my apartment door about 2 weeks ago so today I decided to try it out. The Menu says 'All City Pizzeria' but has the same exact address as Johnny's pizza...so that alone is confusing as is. If I could give this establishment 0 stars I would have. I ordered my cheese steak sub and mozzarella sticks at 1:08 pm and was told it would be delivered in 40-45 minutes by the lady on the phone. I called at 2:30 PM because I still had not received my food and was told ""ummmmm, hang on.......... It left 10 minutes ago so it should be there in 5 - 10 minutes (click). Needless to say my food did not arrive at my door until 3:00. TWO HOURS AFTER ORDERING. The delivery boy didn't even have a pen on him so I had to search for one in my apartment to sign my receipt since I paid with a CC over the phone.  And of course, as expected, when I opened the bag of food, it was all cold and soggy and gross. I microwaved it to heat it up and try to salvage it. Took one bite of my mozz sticks- cheese was hard as a rock. I gave up on that and moved on to my cheese steak sub and I wouldn't say it was HORRIBLE but it certainly wasn't good by any means and the whole entire sub was just peppers, onions, and what tasted like fake cheese with a few scattered pieces of meat...... If i wanted a pepper and onion sub then I would have ordered a pepper and onion sub.. not a cheese steak! Anyway- I will never be ordering from this place again. Lesson learned!",1,pw71ZobIKVAgdAzHG4kyiA
